Participant Number,Pre/Post/Intervention,Student/Counselor,Modality,Sampling Rate,Start Time,End Time,Duration,Gender,Extra Info,Mean,Median,Mode,Standard Deviation,Normalized Mean,Normalized Median,Normalized Mode,Normalized Standard Deviation
71,Intervention,Student,Left,4,17:06:41,17:19:24,00:12:43,,,0.655,0.722,"[(1.012, 45)]",0.446,0.41,0.452,"[(0.06, 46)]",0.279
71,Intervention,Student,Right,8,17:06:41,17:19:24,00:12:43,,,0.535,0.433,"[(0.262, 107)]",0.326,0.326,0.264,"[(0.16, 107)]",0.199
72,Pre,Counselor,Left,,,,,,,,,,,,,,
72,Pre,Counselor,Right,8,19:44:18,19:49:52,00:05:34,Female,(missing counselor L data),0.095,0.1,"[(0.095, 138)]",0.045,0.503,0.529,"[(0.503, 138)]",0.239
72,Pre,Student,Left,4,19:44:18,19:49:52,00:05:34,Female,(missing counselor L data),0.123,0.002,"[(0.002, 114)]",0.282,0.13,0.002,"[(0.002, 114)]",0.297
72,Pre,Student,Right,8,19:44:18,19:49:52,00:05:34,Female,(missing counselor L data),0.692,0.787,"[(0.0, 97)]",0.364,0.555,0.631,"[(0.0, 97)]",0.292
72,Post,Counselor,Left,8,21:00:33,21:06:33,00:06:00,Female,Rebecca,0.021,0.022,"[(0.028, 129)]",0.011,0.428,0.449,"[(0.571, 129)]",0.232
72,Post,Counselor,Right,8,21:00:33,21:06:33,00:06:00,Female,Rebecca,0.026,0.021,"[(0.0, 268)]",0.02,0.42,0.345,"[(0.0, 268)]",0.333
72,Post,Student,Left,4,21:00:33,21:06:33,00:06:00,Female,Rebecca,0.52,0.56,"[(0.002, 60)]",0.218,0.579,0.624,"[(0.002, 60)]",0.243
72,Post,Student,Right,8,21:00:33,21:06:33,00:06:00,Female,Rebecca,0.132,0.0,"[(0.0, 188)]",0.219,0.202,0.0,"[(0.0, 188)]",0.334
72,Intervention,Student,Left,4,17:06:06,17:20:55,00:14:49,,,1.194,1.299,"[(1.248, 34)]",0.442,0.626,0.681,"[(0.801, 34)]",0.232
72,Intervention,Student,Right,8,17:06:06,17:20:55,00:14:49,,,1.309,1.579,"[(0.0, 257)]",0.594,0.63,0.76,"[(0.0, 257)]",0.286
73,Pre,Counselor,Left,,,,,,,,,,,,,,
73,Pre,Counselor,Right,8,19:51:33,19:58:54,00:07:21,Female,(missing counselor L data),0.084,0.08,"[(0.139, 105)]",0.052,0.45,0.428,"[(0.743, 105)]",0.277
73,Pre,Student,Left,4,19:51:33,19:58:54,00:07:21,Female,(missing counselor L data),4.977,5.633,"[(7.355, 62)]",2.3,0.63,0.713,"[(0.931, 62)]",0.291
73,Pre,Student,Right,8,19:51:33,19:58:54,00:07:21,Female,(missing counselor L data),3.788,2.946,"[(0.0, 183)]",2.508,0.483,0.376,"[(0.0, 184)]",0.32
73,Post,Counselor,Left,8,22:07:10,22:14:16,00:07:06,Female,Amanda,0.025,0.024,"[(0.032, 184)]",0.012,0.526,0.511,"[(0.681, 184)]",0.255
73,Post,Counselor,Right,8,22:07:10,22:14:16,00:07:06,Female,Amanda,0.028,0.02,"[(0.0, 344)]",0.025,0.394,0.278,"[(0.0, 344)]",0.344
73,Post,Student,Left,4,22:07:10,22:14:16,00:07:06,Female,Amanda,2.852,2.811,"[(0.002, 26)]",1.399,0.51,0.503,"[(0.0, 27)]",0.25
73,Post,Student,Right,8,22:07:10,22:14:16,00:07:06,Female,Amanda,2.279,2.198,"[(0.0, 55)]",1.02,0.522,0.504,"[(0.0, 57)]",0.234
73,Intervention,Student,Left,4,11:20:36,11:47:14,00:26:38,,,1.125,1.1,"[(0.3, 58)]",0.652,0.435,0.426,"[(0.221, 58)]",0.253
73,Intervention,Student,Right,8,11:20:36,11:47:14,00:26:38,,,0.732,0.682,"[(0.205, 190)]",0.493,0.387,0.361,"[(0.106, 195)]",0.261
74,Pre,Counselor,Left,,,,,,,,,,,,,,
74,Pre,Counselor,Right,8,20:17:15,20:24:45,00:07:30,Female,(missing counselor L data),0.083,0.084,"[(0.058, 97)]",0.044,0.542,0.549,"[(0.379, 97)]",0.287
74,Pre,Student,Left,4,20:17:15,20:24:45,00:07:30,Female,(missing counselor L data),1.835,2.048,"[(2.358, 69)]",0.673,0.724,0.808,"[(0.93, 69)]",0.265
74,Pre,Student,Right,8,20:17:15,20:24:45,00:07:30,Female,(missing counselor L data),1.238,1.332,"[(1.535, 202)]",0.391,0.752,0.809,"[(0.933, 202)]",0.237
74,Post,Counselor,Left,8,19:24:37,19:30:12,00:05:35,Female,Sara,0.025,0.022,"[(0.01, 137)]",0.014,0.38,0.338,"[(0.154, 137)]",0.216
74,Post,Counselor,Right,8,19:24:37,19:30:12,00:05:35,Female,Sara,0.021,0.014,"[(0.0, 297)]",0.018,0.383,0.25,"[(0.0, 297)]",0.325
74,Post,Student,Left,4,19:24:37,19:30:12,00:05:35,Female,Sara,1.345,1.46,"[(0.002, 53)]",0.449,0.621,0.674,"[(0.001, 53)]",0.207
74,Post,Student,Right,8,19:24:37,19:30:12,00:05:35,Female,Sara,0.767,0.827,"[(0.0, 122)]",0.242,0.721,0.777,"[(0.0, 122)]",0.228
74,Intervention,Student,Left,,,,,,,,,,,,,,
74,Intervention,Student,Right,,,,,,,,,,,,,,
75,Pre,Counselor,Left,,,,,,,,,,,,,,
75,Pre,Counselor,Right,8,20:26:10,20:35:53,00:9:43,Female,(missing counselor L data),0.126,0.118,"[(0.114, 134)]",0.059,0.486,0.454,"[(0.438, 134)]",0.227
75,Pre,Student,Left,4,20:26:10,20:35:53,00:9:43,Female,(missing counselor L data),1.444,0.554,"[(0.002, 61)]",1.425,0.444,0.17,"[(0.001, 61)]",0.438
75,Pre,Student,Right,8,20:26:10,20:35:53,00:9:43,Female,(missing counselor L data),2.696,3.141,"[(3.957, 138)]",1.228,0.622,0.725,"[(0.913, 138)]",0.283
75,Post,Counselor,Left,,,,,,,,,,,,,,
75,Post,Counselor,Right,,,,,,,,,,,,,,
75,Post,Student,Left,,,,,,,,,,,,,,
75,Post,Student,Right,,,,,,,,,,,,,,
75,Intervention,Student,Left,,,,,,,,,,,,,,
75,Intervention,Student,Right,,,,,,,,,,,,,,
76,Pre,Counselor,Left,,,,,,,,,,,,,,
76,Pre,Counselor,Right,8,20:37:17,20:45:53,00:08:36,Female,(missing counselor L data),0.138,0.146,"[(0.197, 124)]",0.054,0.621,0.658,"[(0.887, 124)]",0.244
76,Pre,Student,Left,4,20:37:17,20:45:53,00:08:36,Female,(missing counselor L data),0.025,0.024,"[(0.045, 335)]",0.016,0.489,0.471,"[(0.882, 335)]",0.31
76,Pre,Student,Right,8,20:37:17,20:45:53,00:08:36,Female,(missing counselor L data),0.067,0.078,"[(0.0, 1269)]",0.057,0.425,0.494,"[(0.0, 1269)]",0.36
76,Post,Counselor,Left,8,20:9:55,20:16:19,00:06:24,Female,Zainab,0.021,0.022,"[(0.028, 81)]",0.009,0.368,0.386,"[(0.491, 81)]",0.16
76,Post,Counselor,Right,8,20:9:55,20:16:19,00:06:24,Female,Zainab,0.042,0.041,"[(0.026, 156)]",0.028,0.463,0.451,"[(0.286, 156)]",0.304
76,Post,Student,Left,4,20:9:55,20:16:19,00:06:24,Female,Zainab,0.14,0.192,"[(0.002, 31)]",0.122,0.414,0.565,"[(0.006, 31)]",0.359
76,Post,Student,Right,8,20:9:55,20:16:19,00:06:24,Female,Zainab,0.092,0.083,"[(0.0, 214)]",0.08,0.296,0.268,"[(0.0, 214)]",0.257
76,Intervention,Student,Left,4,14:55:13,15:31:07,00:35:54,,,0.147,0.144,"[(0.111, 80)]",0.063,0.474,0.465,"[(0.358, 80)]",0.205
76,Intervention,Student,Right,8,14:55:13,15:31:07,00:35:54,,,0.147,0.152,"[(0.156, 463)]",0.053,0.269,0.278,"[(0.286, 463)]",0.097
77,Pre,Counselor,Left,,,,,,,,,,,,,,
77,Pre,Counselor,Right,8,20:48:00,20:55:30,00:07:30,Female,(missing counselor L data),0.137,0.135,"[(0.135, 139)]",0.064,0.578,0.57,"[(0.57, 139)]",0.27
77,Pre,Student,Left,4,20:48:00,20:55:30,00:07:30,Female,(missing counselor L data),0.365,0.006,"[(0.002, 8)]",0.766,0.081,0.001,"[(0.001, 12)]",0.171
77,Pre,Student,Right,8,20:48:00,20:55:30,00:07:30,Female,(missing counselor L data),0.446,0.0,"[(0.0, 140)]",1.2,0.106,0.0,"[(0.0, 141)]",0.286
77,Post,Counselor,Left,8,19:49:06,19:56:39,00:07:33,Female,Emily,0.042,0.046,"[(0.049, 249)]",0.015,0.616,0.676,"[(0.721, 249)]",0.216
77,Post,Counselor,Right,8,19:49:06,19:56:39,00:07:33,Female,Emily,0.062,0.063,"[(0.063, 123)]",0.038,0.453,0.46,"[(0.46, 123)]",0.277
77,Post,Student,Left,4,19:49:06,19:56:39,00:07:33,Female,Emily,0.283,0.121,"[(0.002, 16)]",0.384,0.177,0.076,"[(0.001, 16)]",0.241
77,Post,Student,Right,8,19:49:06,19:56:39,00:07:33,Female,Emily,1.032,1.125,"[(1.727, 167)]",0.562,0.574,0.626,"[(0.961, 167)]",0.313
77,Intervention,Student,Left,4,11:54:02,12:26:48,00:32:46,,,1.63,1.752,"[(2.091, 55)]",0.513,0.61,0.655,"[(0.783, 55)]",0.192
77,Intervention,Student,Right,8,11:54:02,12:26:48,00:32:46,,,1.804,1.885,"[(2.572, 96)]",0.639,0.574,0.6,"[(0.819, 96)]",0.203
78,Pre,Counselor,Left,,,,,,,,,,,,,,
78,Pre,Counselor,Right,8,20:58:34,21:06:19,00:07:45,Female,(missing counselor L data),0.15,0.156,"[(0.204, 162)]",0.063,0.607,0.632,"[(0.826, 162)]",0.256
78,Pre,Student,Left,4,20:58:34,21:06:19,00:07:45,Female,(missing counselor L data),0.974,1.061,"[(0.002, 41)]",0.344,0.643,0.7,"[(0.001, 41)]",0.227
78,Pre,Student,Right,8,20:58:34,21:06:19,00:07:45,Female,(missing counselor L data),1.165,1.292,"[(0.0, 135)]",0.428,0.608,0.674,"[(0.0, 135)]",0.223
78,Post,Counselor,Left,8,19:42:06,19:47:43,00:05:37,Female,Jessica,0.028,0.028,"[(0.03, 142)]",0.012,0.526,0.528,"[(0.566, 142)]",0.224
78,Post,Counselor,Right,8,19:42:06,19:47:43,00:05:37,Female,Jessica,0.036,0.024,"[(0.0, 213)]",0.03,0.383,0.258,"[(0.0, 213)]",0.322
78,Post,Student,Left,4,19:42:06,19:47:43,00:05:37,Female,Jessica,0.61,0.002,"[(0.002, 48)]",0.87,0.263,0.001,"[(0.001, 48)]",0.374
78,Post,Student,Right,8,19:42:06,19:47:43,00:05:37,Female,Jessica,2.631,2.947,"[(0.0, 72)]",0.982,0.642,0.72,"[(0.0, 72)]",0.24
78,Intervention,Student,Left,4,12:06:21,12:18:54,00:12:33,,,1.407,1.589,"[(0.002, 55)]",0.782,0.6,0.678,"[(0.001, 55)]",0.334
78,Intervention,Student,Right,8,12:06:21,12:18:54,00:12:33,,,3.317,3.621,"[(3.784, 121)]",0.898,0.737,0.804,"[(0.84, 121)]",0.199
79,Pre,Counselor,Left,,,,,,,,,,,,,,
79,Pre,Counselor,Right,8,21:08:08,21:21:03,00:12:55,Female,(missing counselor L data),0.184,0.185,"[(0.185, 140)]",0.075,0.533,0.536,"[(0.536, 140)]",0.218
79,Pre,Student,Left,4,21:08:08,21:21:03,00:12:55,Female,(missing counselor L data),1.852,2.158,"[(0.002, 63)]",1.532,0.478,0.557,"[(0.001, 63)]",0.395
79,Pre,Student,Right,8,21:08:08,21:21:03,00:12:55,Female,(missing counselor L data),2.986,3.5,"[(3.658, 92)]",1.157,0.787,0.923,"[(0.965, 92)]",0.305
79,Post,Counselor,Left,8,20:28:19,20:42:19,00:14:00,Female,Jesika,0.072,0.081,"[(0.085, 181)]",0.03,0.583,0.659,"[(0.691, 181)]",0.243
79,Post,Counselor,Right,8,20:28:19,20:42:19,00:14:00,Female,Jesika,0.066,0.031,"[(0.0, 333)]",0.063,0.33,0.156,"[(0.0, 333)]",0.317
79,Post,Student,Left,4,20:28:19,20:42:19,00:14:00,Female,Jesika,3.43,4.192,"[(0.002, 94)]",1.642,0.717,0.877,"[(0.0, 115)]",0.343
79,Post,Student,Right,8,20:28:19,20:42:19,00:14:00,Female,Jesika,3.434,3.538,"[(0.0, 128)]",0.864,0.678,0.699,"[(0.0, 133)]",0.171
79,Intervention,Student,Left,,,,,,,,,,,,,,
79,Intervention,Student,Right,,,,,,,,,,,,,,
80,Pre,Counselor,Left,8,21:23:18,21:33:13,00:9:55,Female,,0.039,0.053,"[(0.053, 33)]",0.025,0.418,0.57,"[(0.57, 33)]",0.265
80,Pre,Counselor,Right,8,21:23:18,21:33:13,00:9:55,Female,,0.173,0.168,"[(0.263, 149)]",0.078,0.576,0.558,"[(0.874, 149)]",0.26
80,Pre,Student,Left,4,21:23:18,21:33:13,00:9:55,Female,,0.212,0.11,"[(0.002, 38)]",0.373,0.046,0.024,"[(0.0, 54)]",0.081
80,Pre,Student,Right,8,21:23:18,21:33:13,00:9:55,Female,,2.196,2.812,"[(0.0, 154)]",1.323,0.525,0.672,"[(0.0, 157)]",0.316
80,Post,Counselor,Left,8,19:31:16,19:40:27,00:9:11,Female,Kira,0.037,0.04,"[(0.051, 292)]",0.014,0.524,0.571,"[(0.729, 292)]",0.194
80,Post,Counselor,Right,8,19:31:16,19:40:27,00:9:11,Female,Kira,0.039,0.028,"[(0.0, 289)]",0.032,0.38,0.275,"[(0.0, 289)]",0.316
80,Post,Student,Left,4,19:31:16,19:40:27,00:9:11,Female,Kira,0.052,0.008,"[(0.002, 32)]",0.159,0.037,0.006,"[(0.001, 32)]",0.112
80,Post,Student,Right,8,19:31:16,19:40:27,00:9:11,Female,Kira,0.118,0.0,"[(0.0, 132)]",0.359,0.093,0.0,"[(0.0, 132)]",0.283
80,Intervention,Student,Left,4,13:37:35,13:51:12,00:13:37,,,3.718,4.049,"[(4.712, 121)]",1.048,0.692,0.753,"[(0.877, 121)]",0.195
80,Intervention,Student,Right,8,13:37:35,13:51:12,00:13:37,,,3.351,3.224,"[(2.924, 153)]",0.842,0.634,0.61,"[(0.553, 156)]",0.159
81,Pre,Counselor,Left,8,21:36:14,21:44:17,00:08:03,Female,,0.033,0.026,"[(0.026, 125)]",0.017,0.446,0.347,"[(0.347, 125)]",0.229
81,Pre,Counselor,Right,8,21:36:14,21:44:17,00:08:03,Female,,0.123,0.123,"[(0.215, 152)]",0.066,0.543,0.544,"[(0.951, 152)]",0.292
81,Pre,Student,Left,4,21:36:14,21:44:17,00:08:03,Female,,1.311,1.786,"[(1.83, 50)]",0.691,0.681,0.928,"[(0.951, 50)]",0.359
81,Pre,Student,Right,8,21:36:14,21:44:17,00:08:03,Female,,0.72,0.868,"[(0.0, 174)]",0.42,0.59,0.711,"[(0.0, 174)]",0.344
81,Post,Counselor,Left,8,18:58:47,19:06:27,00:07:40,Female,Chrysonthia,0.026,0.028,"[(0.042, 198)]",0.013,0.518,0.549,"[(0.824, 198)]",0.247
81,Post,Counselor,Right,8,18:58:47,19:06:27,00:07:40,Female,Chrysonthia,0.025,0.018,"[(0.0, 356)]",0.022,0.351,0.254,"[(0.0, 356)]",0.303
81,Post,Student,Left,4,18:58:47,19:06:27,00:07:40,Female,Chrysonthia,0.339,0.071,"[(0.001, 48)]",0.4,0.188,0.04,"[(0.001, 71)]",0.222
81,Post,Student,Right,8,18:58:47,19:06:27,00:07:40,Female,Chrysonthia,0.088,0.08,"[(0.0, 333)]",0.049,0.517,0.471,"[(0.0, 333)]",0.288
81,Intervention,Student,Left,4,12:39:20,13:15:08,00:35:48,,,1.06,0.776,"[(0.385, 54)]",0.671,0.39,0.285,"[(0.141, 101)]",0.246
81,Intervention,Student,Right,8,12:39:20,13:15:08,00:35:48,,,1.046,0.564,"[(0.256, 333)]",0.975,0.278,0.15,"[(0.068, 336)]",0.259
82,Pre,Counselor,Left,8,21:48:56,21:58:00,00:9:04,Female,,0.035,0.037,"[(0.044, 426)]",0.01,0.654,0.685,"[(0.815, 426)]",0.191
82,Pre,Counselor,Right,8,21:48:56,21:58:00,00:9:04,Female,,0.144,0.151,"[(0.21, 109)]",0.077,0.472,0.497,"[(0.691, 109)]",0.254
82,Pre,Student,Left,4,21:48:56,21:58:00,00:9:04,Female,,2.962,2.965,"[(0.002, 42)]",2.2,0.374,0.374,"[(0.0, 49)]",0.277
82,Pre,Student,Right,8,21:48:56,21:58:00,00:9:04,Female,,0.187,0.0,"[(0.0, 1420)]",0.447,0.071,0.0,"[(0.0, 1420)]",0.17
82,Post,Counselor,Left,8,22:26:9,22:35:40,00:9:31,Female,Jennifer,0.044,0.045,"[(0.045, 153)]",0.016,0.498,0.511,"[(0.511, 153)]",0.181
82,Post,Counselor,Right,8,22:26:9,22:35:40,00:9:31,Female,Jennifer,0.072,0.048,"[(0.004, 177)]",0.06,0.402,0.27,"[(0.022, 177)]",0.336
82,Post,Student,Left,4,22:26:9,22:35:40,00:9:31,Female,Jennifer,3.799,3.96,"[(0.002, 66)]",1.826,0.529,0.551,"[(0.0, 71)]",0.254
82,Post,Student,Right,8,22:26:9,22:35:40,00:9:31,Female,Jennifer,2.591,2.82,"[(0.0, 85)]",0.671,0.784,0.854,"[(0.0, 85)]",0.203
82,Intervention,Student,Left,4,16:22:34,16:57:19,00:34:45,,,1.549,1.556,"[(2.452, 40)]",0.624,0.578,0.581,"[(0.184, 41)]",0.233
82,Intervention,Student,Right,8,16:22:34,16:57:19,00:34:45,,,1.003,0.969,"[(0.384, 437)]",0.556,0.487,0.471,"[(0.187, 441)]",0.27
83,Pre,Counselor,Left,8,22:34:23,22:42:13,00:07:50,Female,,0.02,0.006,"[(0.004, 44)]",0.023,0.333,0.1,"[(0.067, 44)]",0.375
83,Pre,Counselor,Right,8,22:34:23,22:42:13,00:07:50,Female,,0.082,0.089,"[(0.022, 165)]",0.051,0.465,0.506,"[(0.125, 165)]",0.287
83,Pre,Student,Left,4,22:34:23,22:42:13,00:07:50,Female,,0.112,0.02,"[(0.002, 66)]",0.14,0.192,0.034,"[(0.003, 66)]",0.239
83,Pre,Student,Right,8,22:34:23,22:42:13,00:07:50,Female,,0.774,0.847,"[(0.0, 228)]",0.332,0.245,0.268,"[(0.0, 228)]",0.105
83,Post,Counselor,Left,8,21:20:30,21:27:15,00:06:45,Female,Briana,0.017,0.014,"[(0.014, 127)]",0.013,0.253,0.212,"[(0.212, 127)]",0.194
83,Post,Counselor,Right,8,21:20:30,21:27:15,00:06:45,Female,Briana,0.044,0.041,"[(0.016, 233)]",0.03,0.444,0.418,"[(0.163, 233)]",0.302
83,Post,Student,Left,4,21:20:30,21:27:15,00:06:45,Female,Briana,0.436,0.494,"[(0.568, 113)]",0.164,0.725,0.821,"[(0.977, 113)]",0.272
83,Post,Student,Right,8,21:20:30,21:27:15,00:06:45,Female,Briana,0.113,0.175,"[(0.0, 117)]",0.105,0.308,0.478,"[(0.0, 117)]",0.288
83,Intervention,Student,Left,4,14:24:53,14:51:17,00:26:24,,,1.027,0.919,"[(0.72, 65)]",0.377,0.48,0.43,"[(0.337, 65)]",0.176
83,Intervention,Student,Right,8,14:24:53,14:51:17,00:26:24,,,1.532,1.55,"[(0.0, 166)]",0.479,0.589,0.596,"[(0.0, 166)]",0.184
84,Pre,Counselor,Left,8,22:22:31,21:32:42,0-1:10:11,Female,,0.024,0.028,"[(0.033, 98)]",0.011,0.589,0.7,"[(0.825, 98)]",0.287
84,Pre,Counselor,Right,8,22:22:31,21:32:42,0-1:10:11,Female,,0.095,0.094,"[(0.029, 121)]",0.058,0.423,0.418,"[(0.129, 121)]",0.257
84,Pre,Student,Left,4,22:22:31,21:32:42,0-1:10:11,Female,,1.67,1.753,"[(0.002, 43)]",0.959,0.525,0.551,"[(0.001, 47)]",0.301
84,Pre,Student,Right,8,22:22:31,21:32:42,0-1:10:11,Female,,1.537,1.703,"[(0.0, 88)]",1.054,0.433,0.48,"[(0.0, 88)]",0.297
84,Post,Counselor,Left,8,22:15:43,22:24:43,00:9:00,Female,Sarah,0.032,0.034,"[(0.038, 232)]",0.013,0.485,0.515,"[(0.576, 232)]",0.194
84,Post,Counselor,Right,8,22:15:43,22:24:43,00:9:00,Female,Sarah,0.063,0.065,"[(0.002, 185)]",0.043,0.459,0.474,"[(0.015, 185)]",0.312
84,Post,Student,Left,4,22:15:43,22:24:43,00:9:00,Female,Sarah,2.012,2.313,"[(0.002, 42)]",0.771,0.703,0.808,"[(0.001, 49)]",0.269
84,Post,Student,Right,8,22:15:43,22:24:43,00:9:00,Female,Sarah,3.713,3.952,"[(4.888, 113)]",1.122,0.716,0.762,"[(0.942, 113)]",0.216
84,Intervention,Student,Left,4,14:25:03,14:44:35,00:19:32,,,1.447,1.656,"[(2.197, 54)]",0.697,0.573,0.655,"[(0.869, 54)]",0.276
84,Intervention,Student,Right,8,14:25:03,14:44:35,00:19:32,,,2.128,2.431,"[(0.0, 250)]",1.052,0.554,0.632,"[(0.0, 250)]",0.274
85,Pre,Counselor,Left,8,19:06:25,19:17:00,00:10:35,Male,,1.875,2.144,"[(0.0, 57)]",0.919,0.509,0.582,"[(0.0, 103)]",0.25
85,Pre,Counselor,Right,8,19:06:25,19:17:00,00:10:35,Male,,0.859,0.783,"[(0.0, 98)]",0.536,0.443,0.404,"[(0.0, 98)]",0.276
85,Pre,Student,Left,4,19:06:25,19:17:00,00:10:35,Male,,3.684,4.91,"[(0.002, 79)]",2.299,0.58,0.773,"[(0.0, 169)]",0.362
85,Pre,Student,Right,8,19:06:25,19:17:00,00:10:35,Male,,7.559,9.528,"[(10.231, 304)]",3.566,0.634,0.799,"[(0.858, 304)]",0.299
85,Post,Counselor,Left,8,18:59:53,19:10:19,00:10:26,Male,Jonathan,3.366,3.701,"[(3.767, 94)]",1.192,0.573,0.63,"[(0.641, 94)]",0.203
85,Post,Counselor,Right,8,18:59:53,19:10:19,00:10:26,Male,Jonathan,2.771,3.392,"[(3.879, 67)]",1.29,0.569,0.696,"[(0.796, 67)]",0.265
85,Post,Student,Left,4,18:59:53,19:10:19,00:10:26,Male,Jonathan,2.408,3.377,"[(0.002, 21)]",1.445,0.638,0.895,"[(0.001, 24)]",0.383
85,Post,Student,Right,8,18:59:53,19:10:19,00:10:26,Male,Jonathan,3.731,3.852,"[(5.159, 144)]",1.218,0.652,0.673,"[(0.901, 144)]",0.213
85,Intervention,Student,Left,4,10:17:25,10:33:27,00:16:02,,,2.91,3.242,"[(3.336, 88)]",0.756,0.72,0.802,"[(0.825, 88)]",0.187
85,Intervention,Student,Right,8,10:17:25,10:33:27,00:16:02,,,6.341,6.386,"[(9.459, 182)]",2.791,0.653,0.657,"[(0.973, 182)]",0.287
86,Pre,Counselor,Left,8,19:26:33,19:36:50,00:10:17,Male,,1.056,0.828,"[(0.535, 147)]",0.768,0.245,0.192,"[(0.192, 174)]",0.178
86,Pre,Counselor,Right,8,19:26:33,19:36:50,00:10:17,Male,,0.975,0.377,"[(0.0, 138)]",1.212,0.253,0.098,"[(0.0, 138)]",0.314
86,Pre,Student,Left,4,19:26:33,19:36:50,00:10:17,Male,,3.168,2.812,"[(0.026, 4)]",2.008,0.462,0.41,"[(0.867, 4)]",0.293
86,Pre,Student,Right,8,19:26:33,19:36:50,00:10:17,Male,,5.46,5.82,"[(0.0, 187)]",1.896,0.623,0.664,"[(0.0, 193)]",0.216
86,Post,Counselor,Left,8,20:25:02,20:35:9,00:10:07,Male,Adrian,0.239,0.293,"[(0.0, 76)]",0.127,0.558,0.683,"[(0.0, 76)]",0.297
86,Post,Counselor,Right,8,20:25:02,20:35:9,00:10:07,Male,Adrian,0.356,0.45,"[(0.0, 172)]",0.277,0.474,0.6,"[(0.0, 172)]",0.369
86,Post,Student,Left,4,20:25:02,20:35:9,00:10:07,Male,Adrian,1.253,0.004,"[(0.002, 36)]",2.767,0.138,0.0,"[(0.0, 54)]",0.306
86,Post,Student,Right,8,20:25:02,20:35:9,00:10:07,Male,Adrian,9.828,11.43,"[(11.62, 645)]",2.66,0.805,0.936,"[(0.952, 834)]",0.218
86,Intervention,Student,Left,,,,,,,,,,,,,,
86,Intervention,Student,Right,,,,,,,,,,,,,,
87,Pre,Counselor,Left,8,19:45:05,19:54:32,00:9:27,Male,,1.108,0.636,"[(0.629, 93)]",0.94,0.241,0.138,"[(0.135, 145)]",0.205
87,Pre,Counselor,Right,8,19:45:05,19:54:32,00:9:27,Male,,1.65,0.601,"[(0.0, 52)]",1.771,0.34,0.124,"[(0.0, 53)]",0.365
87,Pre,Student,Left,4,19:45:05,19:54:32,00:9:27,Male,,0.785,0.355,"[(0.002, 74)]",0.767,0.393,0.178,"[(0.001, 74)]",0.384
87,Pre,Student,Right,8,19:45:05,19:54:32,00:9:27,Male,,2.122,2.17,"[(2.362, 78)]",0.483,0.645,0.659,"[(0.718, 78)]",0.147
87,Post,Counselor,Left,8,20:37:00,20:46:11,00:9:11,Male,Cole,0.515,0.533,"[(0.593, 114)]",0.092,0.717,0.742,"[(0.826, 114)]",0.127
87,Post,Counselor,Right,8,20:37:00,20:46:11,00:9:11,Male,Cole,0.276,0.179,"[(0.0, 27)]",0.261,0.275,0.178,"[(0.0, 27)]",0.259
87,Post,Student,Left,4,20:37:00,20:46:11,00:9:11,Male,Cole,0.053,0.002,"[(0.002, 42)]",0.124,0.092,0.003,"[(0.003, 42)]",0.217
87,Post,Student,Right,8,20:37:00,20:46:11,00:9:11,Male,Cole,0.531,0.523,"[(0.0, 88)]",0.337,0.478,0.471,"[(0.0, 88)]",0.304
87,Intervention,Student,Left,,,,,,,,,,,,,,
87,Intervention,Student,Right,,,,,,,,,,,,,,
88,Pre,Counselor,Left,8,20:12:40,20:25:42,00:13:02,Male,,0.453,0.409,"[(0.409, 130)]",0.19,0.36,0.325,"[(0.325, 132)]",0.151
88,Pre,Counselor,Right,8,20:12:40,20:25:42,00:13:02,Male,,0.278,0.312,"[(0.307, 95)]",0.14,0.508,0.569,"[(0.56, 95)]",0.256
88,Pre,Student,Left,4,20:12:40,20:25:42,00:13:02,Male,,5.054,5.751,"[(6.333, 112)]",1.651,0.746,0.849,"[(0.0, 114)]",0.244
88,Pre,Student,Right,8,20:12:40,20:25:42,00:13:02,Male,,3.772,4.31,"[(4.93, 258)]",1.385,0.68,0.777,"[(0.889, 258)]",0.25
88,Post,Counselor,Left,8,20:07:02,20:21:50,00:14:48,Male,Anand,0.315,0.293,"[(0.256, 402)]",0.087,0.323,0.301,"[(0.263, 402)]",0.089
88,Post,Counselor,Right,8,20:07:02,20:21:50,00:14:48,Male,Anand,0.163,0.189,"[(0.0, 117)]",0.13,0.38,0.44,"[(0.0, 117)]",0.303
88,Post,Student,Left,4,20:07:02,20:21:50,00:14:48,Male,Anand,5.062,6.41,"[(8.357, 18)]",2.991,0.581,0.736,"[(0.96, 18)]",0.344
88,Post,Student,Right,8,20:07:02,20:21:50,00:14:48,Male,Anand,5.015,5.343,"[(5.856, 176)]",1.268,0.69,0.735,"[(0.805, 176)]",0.174
88,Intervention,Student,Left,,,,,,,,,,,,,,
88,Intervention,Student,Right,,,,,,,,,,,,,,
89,Pre,Counselor,Left,8,20:33:36,20:42:38,00:9:02,Male,,0.124,0.136,"[(0.137, 501)]",0.033,0.194,0.213,"[(0.214, 501)]",0.051
89,Pre,Counselor,Right,8,20:33:36,20:42:38,00:9:02,Male,,0.103,0.123,"[(0.123, 60)]",0.054,0.564,0.672,"[(0.672, 60)]",0.296
89,Pre,Student,Left,4,20:33:36,20:42:38,00:9:02,Male,,7.128,8.627,"[(0.002, 201)]",3.2,0.731,0.885,"[(0.0, 224)]",0.328
